row_id,pokemon_id,pokemon_en,pokemon_ja,wiki_page_name,wiki_page_url,role,range,damage_type,skill_slot,move_stage,move_en,move_ja,parent_move_en,parent_move_ja,source_object,ratio_component,effect_label,ratio_percent,stat_type,level_scaling,base_value,formula_en,formula_ja,exception,alert,true_description,notes,rsb_info,move_type,cooldown,upgrade_level_1,upgrade_level_2,unite_energy,unite_buffs,unite_buff_duration
"1,865",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Flame Charge,ニトロチャージ,Low Sweep,ローキック,rsb,add4,,,,,,,,,,,,,Dash,5,8,13,,,
"1,866",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Flame Charge,ニトロチャージ,Low Sweep,ローキック,rsb,add5,,,,,,,,,,,,,Dash,5,8,13,,,
"1,867",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Flame Charge,ニトロチャージ,Low Sweep,ローキック,rsb,enhanced,,,,,,,,,,The next boosted attack after this move ends decreases the movement speed of the opposing Pokémon hit by 30% for 2s.,,,Dash,5,8,13,,,
"1,868",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Flame Charge,ニトロチャージ,Low Sweep,ローキック,rsb,enhanced_add1,,,,,,,,,,,,,Dash,5,8,13,,,
"1,869",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Flame Charge,ニトロチャージ,Low Sweep,ローキック,rsb,enhanced_add2,,,,,,,,,,,,,Dash,5,8,13,,,
"1,870",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Flame Charge,ニトロチャージ,Low Sweep,ローキック,rsb,enhanced_add3,,,,,,,,,,,,,Dash,5,8,13,,,
"1,871",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Flame Charge,ニトロチャージ,Low Sweep,ローキック,rsb,enhanced_add4,,,,,,,,,,,,,Dash,5,8,13,,,
"1,872",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Flame Charge,ニトロチャージ,Low Sweep,ローキック,rsb,enhanced_add5,,,,,,,,,,,,,Dash,5,8,13,,,
"1,873",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,base,,,,,,,,,,"Becomes invincible for 0.73s while dodging, cleansing any slows, and increasing movement speed by 40% for 2s.",,,Buff,9,8,13,,,
"1,874",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,add1,,,,,,,,,,,,,Buff,9,8,13,,,
"1,875",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,add2,,,,,,,,,,,,,Buff,9,8,13,,,
"1,876",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,add3,,,,,,,,,,,,,Buff,9,8,13,,,
"1,877",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,add4,,,,,,,,,,,,,Buff,9,8,13,,,
"1,878",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,add5,,,,,,,,,,,,,Buff,9,8,13,,,
"1,879",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,enhanced,,,,,,,,,,The next 3 auto attacks after dodging restore HP for 30% of damage dealt. These 3 auto attacks cannot critically hit.,,,Buff,9,8,13,,,
"1,880",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,enhanced_add1,,,,,,,,,,,,,Buff,9,8,13,,,
"1,881",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,enhanced_add2,,,,,,,,,,,,,Buff,9,8,13,,,
"1,882",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,enhanced_add3,,,,,,,,,,,,,Buff,9,8,13,,,
"1,883",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,enhanced_add4,,,,,,,,,,,,,Buff,9,8,13,,,
"1,884",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Move 2,upgrade,Feint,フェイント,Low Sweep,ローキック,rsb,enhanced_add5,,,,,,,,,,,,,Buff,9,8,13,,,
"1,885",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,base,Damage,247.,Atk,14.,670.,247% Atk + 14 * (Level - 1) + 670,攻撃 x 247% + 14 x (レベル - 1) + 670,,,"Becomes unstoppable and kicks up a giant ball of flame, then kicks it toward the location of the designated opposing Pokémon. The ball releases a fierce shock wave upon impact, damaging opposing Pokémon in the area of effect, dealing additional missing HP damage to those hit; and increasing movement speed by 10% for 5s when this Unite Move hits.",,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,886",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,add1,Damage - Execute,,,,,,,True,,14% of enemy missing HP.,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,887",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,add2,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,888",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,add3,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,889",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,add4,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,890",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,add5,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,891",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,enhanced,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,892",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,enhanced_add1,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,893",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,enhanced_add2,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,894",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,enhanced_add3,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,895",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,enhanced_add4,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,896",16,Cinderace,エースバーン,エースバーン,https://wikiwiki.jp/poke-unite/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%90%E3%83%BC%E3%83%B3,Attacker,Ranged,Physical,Unite Move,unite,Blazing Bicycle Kick,ブレイズストライク,,,rsb,enhanced_add5,,,,,,,,,,,,,Sure Hit,112,,,100000,"30% Movement Speed, 35% Attack Speed, 20% Max HP Shield",6
"1,897",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,base,,,,,,,,,,This Pokémon receives a shield for 3s when restoring an ally Pokémon's HP. The strength of this shield is proportional to 50% of the amount of HP restored.,,,,,,,,,
"1,898",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,add1,,,,,,,,,,,,,,,,,,,
"1,899",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,add2,,,,,,,,,,,,,,,,,,,
"1,900",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,add3,,,,,,,,,,,,,,,,,,,
"1,901",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,add4,,,,,,,,,,,,,,,,,,,
"1,902",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,add5,,,,,,,,,,,,,,,,,,,
"1,903",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,enhanced,,,,,,,,,,,,,,,,,,,
"1,904",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,enhanced_add1,,,,,,,,,,,,,,,,,,,
"1,905",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,enhanced_add2,,,,,,,,,,,,,,,,,,,
"1,906",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,enhanced_add3,,,,,,,,,,,,,,,,,,,
"1,907",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,enhanced_add4,,,,,,,,,,,,,,,,,,,
"1,908",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Passive,passive,Magic Guard,マジックガード,,,rsb,enhanced_add5,,,,,,,,,,,,,,,,,,,
"1,909",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,base,Damage - Basic,100.,Atk,,,100% Atk,攻撃 x 100%,,,"Becomes a boosted attack with every third attack, dealing increased damage.",,,,,,,,,
"1,910",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,add1,,,,,,,,,,,,,,,,,,,
"1,911",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,add2,,,,,,,,,,,,,,,,,,,
"1,912",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,add3,,,,,,,,,,,,,,,,,,,
"1,913",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,add4,,,,,,,,,,,,,,,,,,,
"1,914",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,add5,,,,,,,,,,,,,,,,,,,
"1,915",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,enhanced,,,,,,,,,,,,,,,,,,,
"1,916",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add1,,,,,,,,,,,,,,,,,,,
"1,917",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add2,,,,,,,,,,,,,,,,,,,
"1,918",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add3,,,,,,,,,,,,,,,,,,,
"1,919",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add4,,,,,,,,,,,,,,,,,,,
"1,920",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,rsb,enhanced_add5,,,,,,,,,,,,,,,,,,,
"1,921",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,base,Damage - Boosted,69.,SpAtk,17.,320.,69% SpAtk + 17 * (Level - 1) + 320,特攻 x 69% + 17 x (レベル - 1) + 320,,,,,,,,,,,,
"1,922",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,add1,,,,,,,,,,,,,,,,,,,
"1,923",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,add2,,,,,,,,,,,,,,,,,,,
"1,924",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,add3,,,,,,,,,,,,,,,,,,,
"1,925",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,add4,,,,,,,,,,,,,,,,,,,
"1,926",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,add5,,,,,,,,,,,,,,,,,,,
"1,927",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,enhanced,,,,,,,,,,,,,,,,,,,
"1,928",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,enhanced_add1,,,,,,,,,,,,,,,,,,,
"1,929",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,enhanced_add2,,,,,,,,,,,,,,,,,,,
"1,930",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,enhanced_add3,,,,,,,,,,,,,,,,,,,
"1,931",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,enhanced_add4,,,,,,,,,,,,,,,,,,,
"1,932",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Basic,basic,Attack,通常攻撃,,,boosted_rsb,enhanced_add5,,,,,,,,,,,,,,,,,,,
"1,933",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,base,Heal,103.,SpAtk,0.,345.,103% SpAtk + 345,特攻 x 103% + 345,,,Immediately restores HP to itself and nearby allies.,,,Recovery,7,,,,,
"1,934",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,add1,,,,,,,,,,,,,Recovery,7,,,,,
"1,935",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,add2,,,,,,,,,,,,,Recovery,7,,,,,
"1,936",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,add3,,,,,,,,,,,,,Recovery,7,,,,,
"1,937",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,add4,,,,,,,,,,,,,Recovery,7,,,,,
"1,938",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,add5,,,,,,,,,,,,,Recovery,7,,,,,
"1,939",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,enhanced,,,,,,,,,,,,,Recovery,7,,,,,
"1,940",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,enhanced_add1,,,,,,,,,,,,,Recovery,7,,,,,
"1,941",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,enhanced_add2,,,,,,,,,,,,,Recovery,7,,,,,
"1,942",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,enhanced_add3,,,,,,,,,,,,,Recovery,7,,,,,
"1,943",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,enhanced_add4,,,,,,,,,,,,,Recovery,7,,,,,
"1,944",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,base,Heal Pulse,いやしのはどう,,,rsb,enhanced_add5,,,,,,,,,,,,,Recovery,7,,,,,
"1,945",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,upgrade,Moonlight,つきのひかり,Heal Pulse,いやしのはどう,rsb,base,Heal - per Tick (per half second),60.,SpAtk,0.,55.,60% SpAtk + 55,特攻 x 60% + 55,,,Continually restores HP to Clefable and nearby allies for 3s at one tick per half second excluding activation at 0s. Clefable’s movement speed is increased by 20% while this move is active.,,,Recovery,8,4,10,,,
"1,946",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,upgrade,Moonlight,つきのひかり,Heal Pulse,いやしのはどう,rsb,add1,,,,,,,,,,,,,Recovery,8,4,10,,,
"1,947",17,Clefable,ピクシー,ピクシー,https://wikiwiki.jp/poke-unite/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,Supporter,Melee,Special,Move 1,upgrade,Moonlight,つきのひかり,Heal Pulse,いやしのはどう,rsb,add2,,,,,,,,,,,,,Recovery,8,4,10,,,
