pokemon_id,pokemon_name,display_name,level,hp,attack,defense,sp_attack,sp_defense,crit_percent,cdr_percent,lifesteal_percent,attack_speed_percent,move_speed,penetration,range,role,difficulty,damage_type,tier,solo_queue_tier,last_updated
22.,Decidueye,Decidueye,15.,"6,000.",450.,270.,150.,330.,30.,0.,25.,120.,"4,200.",0.,Ranged,Attacker,Intermediate,Physical,A,B,"December 27, 2025"
23.,Delphox,Delphox,1.,"3,300.",134.,35.,80.,27.,0.,0.,0.,10.,"3,700.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,2.,"3,343.",136.,37.,92.,30.,0.,0.,0.,10.21,"3,700.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,3.,"3,394.",139.,39.,107.,33.,0.,0.,0.,10.47,"3,700.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,4.,"3,605.",150.,49.,168.,47.,0.,0.,0.,11.53,"3,700.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,5.,"3,679.",154.,52.,190.,52.,0.,5.,0.,11.9,"3,850.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,6.,"4,067.",174.,70.,303.,78.,0.,5.,0.,13.85,"3,850.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,7.,"4,174.",180.,75.,334.,85.,0.,5.,0.,14.39,"4,000.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,8.,"4,302.",187.,81.,371.,93.,0.,5.,0.,15.03,"4,000.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,9.,"4,456.",195.,88.,416.,103.,0.,15.,0.,15.8,"4,150.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,10.,"4,641.",205.,97.,470.,115.,0.,15.,0.,16.73,"4,150.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,11.,"4,863.",217.,107.,535.,130.,0.,15.,0.,17.84,"4,300.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,12.,"5,129.",231.,119.,612.,148.,0.,15.,0.,19.17,"4,300.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,13.,"5,448.",248.,134.,705.,169.,0.,25.,0.,20.77,"4,300.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,14.,"5,831.",268.,152.,816.,194.,0.,25.,0.,22.69,"4,300.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
23.,Delphox,Delphox,15.,"6,290.",292.,175.,950.,225.,0.,25.,0.,24.99,"4,300.",0.,Ranged,Attacker,Intermediate,Special,C,B,"December 27, 2025"
24.,Dhelmise,Dhelmise,1.,"3,250.",165.,90.,20.,70.,0.,0.,0.,10.,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,2.,"3,448.",176.,106.,23.,82.,0.,0.,0.,10.71,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,3.,"3,665.",188.,124.,27.,95.,0.,0.,0.,11.49,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,4.,"3,904.",202.,143.,31.,110.,0.,0.,0.,12.35,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,5.,"4,166.",217.,164.,35.,126.,10.,0.,5.,13.3,"3,850.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,6.,"4,455.",233.,187.,40.,144.,10.,0.,5.,14.34,"3,850.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,7.,"4,773.",251.,213.,45.,163.,10.,0.,5.,15.49,"4,000.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,8.,"5,123.",271.,241.,51.,184.,10.,0.,5.,16.75,"4,000.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,9.,"5,509.",293.,272.,58.,208.,20.,0.,10.,18.14,"4,150.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,10.,"5,935.",317.,307.,65.,234.,20.,0.,10.,19.67,"4,150.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,11.,"6,404.",344.,345.,73.,263.,20.,0.,10.,21.36,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,12.,"6,919.",373.,387.,82.,295.,20.,0.,10.,23.22,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,13.,"7,487.",405.,433.,92.,330.,20.,0.,15.,25.27,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,14.,"8,112.",441.,484.,103.,368.,20.,0.,15.,27.52,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
24.,Dhelmise,Dhelmise,15.,"8,800.",480.,540.,115.,410.,20.,0.,15.,30.,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,B,A,"December 27, 2025"
25.,Dodrio,Dodrio,1.,"3,050.",150.,45.,20.,35.,0.,0.,0.,10.,"3,700.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,2.,"3,122.",161.,51.,22.,39.,0.,0.,0.,10.44,"3,700.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,3.,"3,205.",173.,57.,24.,43.,0.,0.,0.,10.95,"3,700.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,4.,"3,300.",187.,64.,26.,48.,0.,0.,0.,11.54,"3,700.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,5.,"3,735.",251.,98.,40.,70.,5.,0.,0.,14.22,"3,850.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,6.,"3,861.",269.,108.,44.,76.,5.,0.,0.,15.,"3,850.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,7.,"4,006.",290.,119.,48.,83.,5.,0.,0.,15.89,"4,000.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,8.,"4,173.",314.,132.,53.,91.,5.,0.,0.,16.92,"4,000.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,9.,"4,365.",342.,147.,59.,101.,10.,0.,0.,18.1,"4,150.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,10.,"4,586.",374.,164.,66.,112.,10.,0.,0.,19.46,"4,150.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,11.,"4,840.",411.,184.,74.,125.,10.,0.,0.,21.02,"4,300.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,12.,"5,133.",454.,207.,83.,140.,10.,0.,0.,22.82,"4,300.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,13.,"5,469.",503.,233.,93.,157.,10.,0.,0.,24.89,"4,300.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,14.,"5,856.",560.,263.,105.,177.,10.,0.,0.,27.27,"4,300.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
25.,Dodrio,Dodrio,15.,"6,300.",625.,298.,118.,200.,10.,0.,0.,30.,"4,300.",0.,Melee,Speedster,Expert,Physical,A+,A,"December 27, 2025"
26.,Dragapult,Dragapult,1.,"3,000.",140.,50.,20.,40.,0.,0.,0.,10.,"3,650.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,2.,"3,043.",145.,53.,21.,42.,0.,0.,0.,11.01,"3,650.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,3.,"3,095.",151.,56.,23.,44.,0.,0.,0.,12.22,"3,650.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,4.,"3,157.",158.,60.,25.,46.,0.,0.,0.,13.67,"3,650.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,5.,"3,382.",185.,74.,32.,55.,10.,0.,5.,18.91,"3,800.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,6.,"3,471.",196.,80.,35.,59.,10.,0.,5.,20.99,"3,800.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,7.,"3,578.",209.,87.,38.,63.,10.,0.,5.,23.49,"3,950.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,8.,"3,707.",224.,95.,42.,68.,10.,0.,5.,26.49,"3,950.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,9.,"4,161.",279.,124.,56.,86.,25.,0.,10.,37.09,"4,100.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,10.,"4,346.",301.,136.,62.,93.,25.,0.,10.,41.41,"4,100.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,11.,"4,568.",328.,150.,69.,102.,25.,0.,10.,46.6,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,12.,"4,835.",360.,167.,77.,113.,25.,0.,10.,52.82,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,13.,"5,155.",399.,187.,87.,126.,25.,0.,15.,60.29,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,14.,"5,539.",445.,211.,99.,141.,25.,0.,15.,69.25,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
26.,Dragapult,Dragapult,15.,"6,000.",500.,240.,114.,160.,25.,0.,15.,80.,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,A,"December 27, 2025"
27.,Dragonite,Dragonite,1.,"3,050.",165.,78.,20.,60.,0.,0.,0.,10.,"3,700.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,2.,"3,117.",170.,84.,21.,64.,0.,0.,0.,10.57,"3,700.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,3.,"3,198.",177.,91.,23.,69.,0.,0.,0.,11.26,"3,700.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,4.,"3,295.",185.,99.,25.,75.,0.,0.,0.,12.08,"3,700.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,5.,"3,647.",214.,128.,32.,97.,10.,0.,5.,15.07,"3,850.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,6.,"3,787.",225.,140.,35.,106.,10.,0.,5.,16.26,"3,850.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,7.,"3,955.",239.,154.,38.,117.,10.,0.,5.,17.69,"4,000.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,8.,"4,627.",294.,209.,52.,160.,10.,0.,5.,23.41,"4,000.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,9.,"4,869.",314.,229.,57.,175.,20.,0.,10.,25.47,"4,150.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,10.,"5,159.",338.,253.,63.,194.,20.,0.,10.,27.94,"4,150.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,11.,"5,507.",367.,282.,70.,216.,20.,0.,10.,30.91,"4,300.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,12.,"5,925.",401.,316.,78.,243.,20.,0.,10.,34.47,"4,300.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,13.,"6,426.",442.,357.,88.,275.,20.,0.,15.,38.74,"4,300.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,14.,"7,028.",491.,406.,100.,314.,20.,0.,15.,43.86,"4,300.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
27.,Dragonite,Dragonite,15.,"7,750.",550.,465.,115.,360.,20.,0.,15.,50.,"4,300.",0.,Ranged,All-Rounder,Intermediate,Physical,C,B,"December 27, 2025"
28.,Duraludon,Duraludon,1.,"3,200.",135.,70.,20.,50.,0.,0.,0.,10.,"3,650.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,2.,"3,300.",148.,78.,24.,55.,0.,0.,0.,13.14,"3,650.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,3.,"3,410.",162.,87.,28.,61.,0.,0.,0.,16.59,"3,650.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,4.,"3,531.",178.,97.,32.,67.,0.,0.,0.,20.39,"3,650.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,5.,"3,664.",195.,108.,37.,74.,10.,0.,5.,24.57,"3,800.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,6.,"3,811.",214.,120.,42.,82.,10.,0.,5.,29.16,"3,800.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,7.,"3,972.",235.,133.,48.,91.,10.,0.,10.,34.21,"3,950.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,8.,"4,149.",258.,148.,54.,100.,10.,0.,10.,39.77,"3,950.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,9.,"4,344.",284.,164.,61.,110.,20.,0.,15.,45.88,"4,100.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,10.,"4,559.",312.,182.,69.,122.,20.,0.,15.,52.6,"4,100.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,11.,"4,795.",343.,201.,77.,135.,20.,0.,20.,60.,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,12.,"5,054.",377.,222.,86.,149.,20.,0.,20.,60.,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,13.,"5,340.",414.,246.,96.,164.,20.,0.,25.,60.,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,14.,"5,654.",455.,272.,107.,181.,20.,0.,25.,60.,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
28.,Duraludon,Duraludon,15.,"6,000.",500.,301.,119.,200.,20.,0.,25.,60.,"4,250.",0.,Ranged,Attacker,Intermediate,Physical,B+,B,"December 27, 2025"
29.,Eldegoss,Eldegoss,1.,"3,278.",130.,40.,40.,30.,0.,0.,0.,10.,"3,800.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,2.,"3,383.",134.,44.,54.,33.,0.,0.,0.,10.22,"3,800.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,3.,"3,503.",139.,48.,70.,36.,0.,0.,0.,10.47,"3,800.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,4.,"4,114.",162.,69.,152.,52.,0.,0.,0.,11.76,"3,800.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,5.,"4,274.",168.,74.,173.,56.,0.,5.,0.,12.1,"3,950.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,6.,"4,457.",175.,80.,198.,61.,0.,5.,0.,12.49,"3,950.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,7.,"4,668.",183.,87.,226.,66.,0.,5.,0.,12.94,"4,100.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,8.,"4,911.",192.,95.,258.,72.,0.,5.,0.,13.45,"4,100.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,9.,"5,190.",203.,104.,295.,79.,0.,10.,0.,14.04,"4,250.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,10.,"5,511.",215.,115.,338.,87.,0.,10.,0.,14.72,"4,250.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,11.,"5,880.",229.,128.,387.,96.,0.,10.,0.,15.5,"4,400.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,12.,"6,305.",245.,142.,444.,107.,0.,10.,0.,16.4,"4,400.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,13.,"6,794.",264.,159.,509.,119.,0.,10.,0.,17.43,"4,400.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,14.,"7,356.",285.,178.,584.,133.,0.,10.,0.,18.62,"4,400.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
29.,Eldegoss,Eldegoss,15.,"8,002.",310.,200.,670.,149.,0.,10.,0.,19.99,"4,400.",0.,Ranged,Supporter,Novice,Special,A+,A,"December 27, 2025"
30.,Empoleon,Empoleon,1.,"3,250.",20.,80.,80.,65.,0.,0.,0.,10.,"3,700.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,2.,"3,325.",21.,86.,88.,70.,0.,0.,0.,10.5,"3,700.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,3.,"3,415.",23.,94.,98.,76.,0.,0.,0.,11.1,"3,700.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,4.,"3,523.",25.,103.,110.,83.,0.,0.,0.,11.82,"3,700.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,5.,"4,047.",34.,147.,169.,116.,10.,0.,5.,15.31,"3,850.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,6.,"4,204.",37.,160.,187.,126.,10.,0.,5.,16.35,"3,850.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,7.,"4,786.",48.,209.,252.,163.,10.,0.,5.,20.23,"4,000.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,8.,"5,011.",52.,228.,277.,177.,10.,0.,5.,21.73,"4,000.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,9.,"5,281.",57.,251.,307.,194.,20.,0.,10.,23.53,"4,150.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,10.,"5,605.",63.,278.,343.,215.,20.,0.,10.,25.69,"4,150.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,11.,"5,994.",70.,311.,387.,240.,20.,0.,10.,28.29,"4,300.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,12.,"6,461.",78.,350.,440.,270.,20.,0.,10.,31.4,"4,300.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,13.,"7,021.",88.,397.,503.,306.,20.,0.,15.,35.14,"4,300.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,14.,"7,693.",100.,453.,579.,349.,20.,0.,15.,39.62,"4,300.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
30.,Empoleon,Empoleon,15.,"8,500.",115.,520.,670.,400.,20.,0.,15.,45.,"4,300.",0.,Melee,All-Rounder,Intermediate,Special,A+,B,"December 27, 2025"
31.,Espeon,Espeon,1.,"3,400.",134.,70.,50.,65.,0.,0.,0.,10.,"3,700.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,2.,"3,473.",137.,75.,71.,69.,0.,0.,0.,10.,"3,700.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,3.,"3,557.",141.,80.,95.,73.,0.,0.,0.,10.,"3,700.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,4.,"3,984.",161.,106.,218.,94.,0.,0.,0.,10.,"3,700.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,5.,"4,096.",166.,113.,250.,100.,0.,5.,0.,10.,"3,850.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,6.,"4,224.",172.,121.,287.,106.,0.,5.,0.,10.,"3,850.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,7.,"4,371.",179.,130.,329.,114.,0.,5.,0.,10.,"4,000.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,8.,"4,541.",187.,141.,378.,122.,0.,5.,0.,10.,"4,000.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,9.,"4,736.",196.,153.,434.,132.,0.,15.,0.,10.,"4,150.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,10.,"4,961.",207.,167.,499.,143.,0.,15.,0.,10.,"4,150.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,11.,"5,219.",219.,183.,573.,156.,0.,15.,0.,10.,"4,300.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,12.,"5,515.",233.,201.,658.,171.,0.,15.,0.,10.,"4,300.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,13.,"5,856.",249.,223.,756.,188.,0.,25.,0.,10.,"4,300.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,14.,"6,249.",268.,247.,869.,207.,0.,25.,0.,10.,"4,300.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
31.,Espeon,Espeon,15.,"6,700.",289.,275.,999.,230.,0.,25.,0.,10.,"4,300.",0.,Ranged,Attacker,Intermediate,Special,A+,A,"December 27, 2025"
32.,Falinks,Falinks,1.,"3,200.",150.,90.,20.,70.,0.,0.,0.,10.,"3,700.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,2.,"3,371.",160.,103.,23.,80.,0.,0.,0.,10.71,"3,700.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,3.,"3,559.",171.,118.,27.,91.,0.,0.,0.,11.49,"3,700.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,4.,"3,766.",183.,134.,31.,103.,0.,0.,0.,12.35,"3,700.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,5.,"3,993.",196.,152.,35.,117.,10.,0.,5.,13.3,"3,850.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,6.,"4,243.",211.,171.,40.,132.,10.,0.,5.,14.34,"3,850.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,7.,"4,518.",227.,192.,45.,149.,10.,0.,5.,15.49,"4,000.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,8.,"4,821.",245.,215.,51.,167.,10.,0.,5.,16.75,"4,000.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,9.,"5,155.",264.,241.,58.,187.,20.,0.,10.,18.14,"4,150.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,10.,"5,523.",285.,269.,65.,209.,20.,0.,10.,19.67,"4,150.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,11.,"5,928.",309.,300.,73.,234.,20.,0.,10.,21.36,"4,300.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,12.,"6,374.",335.,334.,82.,261.,20.,0.,10.,23.22,"4,300.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,13.,"6,865.",364.,372.,92.,291.,20.,0.,15.,25.27,"4,300.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,14.,"7,405.",395.,414.,103.,324.,20.,0.,15.,27.52,"4,300.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
32.,Falinks,Falinks,15.,"8,000.",430.,460.,115.,360.,20.,0.,15.,30.,"4,300.",0.,Melee,All-Rounder,Expert,Physical,C,D,"December 27, 2025"
